Datacenter, Cluster,Primary,Secondary, Access IP,Virtual Server Name,Virtual Server IP, Virtual Server Port, VIP Status, VIP Enable Status, Pool Name, Pool Status,LB Method, Monitor Name, Node IP, Node Port, Node Enabled State, Node Status, iRules
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/esg-prod-ext-vip-9443,10.113.208.30,9443,GREEN,ENABLED,/Common/esg-prod-ext-vip-9443,GREEN,ROUND ROBIN,/Common/tcp,10.113.208.64,9443,DOWN,DISABLED,/Common/iRule-esg-whitelist-mashery-prod
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/esg-prod-ext-vip-9443,10.113.208.30,9443,GREEN,ENABLED,/Common/esg-prod-ext-vip-9443,GREEN,ROUND ROBIN,/Common/tcp,10.113.208.65,9443,DOWN,DISABLED,/Common/iRule-esg-whitelist-mashery-prod
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/esg-prod-ext-vip-9443,10.113.208.30,9443,GREEN,ENABLED,/Common/esg-prod-ext-vip-9443,GREEN,ROUND ROBIN,/Common/tcp,10.113.208.66,9443,UP,ENABLED,/Common/iRule-esg-whitelist-mashery-prod
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/esg-prod-ext-vip-9443,10.113.208.30,9443,GREEN,ENABLED,/Common/esg-prod-ext-vip-9443,GREEN,ROUND ROBIN,/Common/tcp,10.113.208.67,9443,UP,ENABLED,/Common/iRule-esg-whitelist-mashery-prod
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/pds-stage-jscape-vip-443,10.113.54.119,443,GREEN,ENABLED,/Common/sftp-stg-rs2-jscape-pool,GREEN,ROUND ROBIN,/Common/https,10.113.54.171,7443,UP,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/pds-stage-jscape-vip-443,10.113.54.119,443,GREEN,ENABLED,/Common/sftp-stg-rs2-jscape-pool,GREEN,ROUND ROBIN,/Common/https,10.113.54.172,7443,UP,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/rsp-rsaproxy-vip,10.113.63.119,443,GREEN,ENABLED,/Common/sc9-ext-rspproxy-pool,GREEN,ROUND ROBIN,/Common/https_443,10.113.63.127,443,UP,ENABLED,/Common/rsp-rsaproxy-rule
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/optimize-trainingA-ssl-vip,10.113.63.43,443,RED,ENABLED,/Common/optimize-trainingA-pool,RED,ROUND ROBIN,/Common/CPT-http,10.113.62.51,80,DOWN,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/optimize-trainingA-ssl-vip,10.113.63.43,443,RED,ENABLED,/Common/optimize-trainingA-pool,RED,ROUND ROBIN,/Common/CPT-http,10.113.62.52,80,DOWN,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/optimize-trainingA-ssl-vip,10.113.63.43,443,RED,ENABLED,/Common/optimize-trainingA-pool,RED,ROUND ROBIN,/Common/CPT-http,10.113.62.53,80,DOWN,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/optimize-trainingA-ssl-vip,10.113.63.43,443,RED,ENABLED,/Common/optimize-trainingA-pool,RED,ROUND ROBIN,/Common/CPT-http,10.113.62.54,80,DOWN,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/sfdc-stage-apache-80-vip,10.113.70.100,80,GREEN,ENABLED,/Common/sfdc-stage-apache-pool-1,GREEN,LEAST CONNECTION_MEMBER,/Common/http,10.113.70.32,80,UP,ENABLED,/Common/ext-osb-sc9stage-log-requests
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/sfdc-stage-apache-80-vip,10.113.70.100,80,GREEN,ENABLED,/Common/sfdc-stage-apache-pool-1,GREEN,LEAST CONNECTION_MEMBER,/Common/http,10.113.70.33,80,UP,ENABLED,/Common/ext-osb-sc9stage-log-requests
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/sfdc-stage-apache-vip-1,10.113.70.100,443,GREEN,ENABLED,/Common/sfdc-stage-apache-443,GREEN,ROUND ROBIN,/Common/https,10.113.70.32,443,UP,ENABLED,/Common/ext-osb-sc9stage-log-requests
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/sfdc-stage-apache-vip-1,10.113.70.100,443,GREEN,ENABLED,/Common/sfdc-stage-apache-443,GREEN,ROUND ROBIN,/Common/https,10.113.70.33,443,UP,ENABLED,/Common/ext-osb-sc9stage-log-requests
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/w-prod-int-vip,10.113.62.109,80,GREEN,ENABLED,/Common/w-prod-pool,GREEN,ROUND ROBIN,/Common/w-http-monitor,10.113.62.37,80,UP,ENABLED,/Common/irule-developercenter-scm-service
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/w-prod-int-vip,10.113.62.109,80,GREEN,ENABLED,/Common/w-prod-pool,GREEN,ROUND ROBIN,/Common/w-http-monitor,10.113.62.38,80,UP,ENABLED,/Common/irule-developercenter-scm-service
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/optimize-trainingB-ssl-vip,10.113.63.44,443,RED,ENABLED,/Common/optimize-trainingB-pool,RED,ROUND ROBIN,/Common/CPT-http,10.113.62.61,80,DOWN,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/optimize-trainingB-ssl-vip,10.113.63.44,443,RED,ENABLED,/Common/optimize-trainingB-pool,RED,ROUND ROBIN,/Common/CPT-http,10.113.62.62,80,DOWN,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/optimize-trainingB-ssl-vip,10.113.63.44,443,RED,ENABLED,/Common/optimize-trainingB-pool,RED,ROUND ROBIN,/Common/CPT-http,10.113.62.63,80,DOWN,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/optimize-trainingB-ssl-vip,10.113.63.44,443,RED,ENABLED,/Common/optimize-trainingB-pool,RED,ROUND ROBIN,/Common/CPT-http,10.113.62.64,80,DOWN,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/pds-dev-jscape-vip-11880,10.113.54.119,80,GREEN,ENABLED,/Common/pds-stage-jscape-vip-11880,GREEN,ROUND ROBIN,/Common/http,10.113.54.171,11880,UP,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/ccred-int-vip,10.113.62.105,80,GREEN,ENABLED,/Common/ccred-pool,GREEN,ROUND ROBIN,/Common/ccred-http-monitor,10.113.62.37,80,UP,ENABLED,/Common/http-to-https-redirect
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/ccred-int-vip,10.113.62.105,80,GREEN,ENABLED,/Common/ccred-pool,GREEN,ROUND ROBIN,/Common/ccred-http-monitor,10.113.62.38,80,UP,ENABLED,/Common/http-to-https-redirect
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/ccred-ext-vip,10.113.62.146,80,GREEN,ENABLED,/Common/ccred-pool,GREEN,ROUND ROBIN,/Common/ccred-http-monitor,10.113.62.37,80,UP,ENABLED,/Common/http-to-https-redirect
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/ccred-ext-vip,10.113.62.146,80,GREEN,ENABLED,/Common/ccred-pool,GREEN,ROUND ROBIN,/Common/ccred-http-monitor,10.113.62.38,80,UP,ENABLED,/Common/http-to-https-redirect
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/rsaselfservice-ext-vip,10.113.63.122,443,GREEN,ENABLED,/Common/rsaselfservice-ext-pool,GREEN,ROUND ROBIN,/Common/https_443,10.113.63.121,443,UP,ENABLED,/Common/rsa-selfservice
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/comm-prod-ext-vip-http,10.113.62.217,80,GREEN,ENABLED,/Common/comm-prod-ext-pool,GREEN,ROUND ROBIN,/Common/comm-prod-ext-monitor,10.113.62.219,80,UP,ENABLED,/Common/community_sdp_redirect
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/comm-prod-ext-vip-http,10.113.62.217,80,GREEN,ENABLED,/Common/comm-prod-ext-pool,GREEN,ROUND ROBIN,/Common/comm-prod-ext-monitor,10.113.62.220,80,UP,ENABLED,/Common/community_sdp_redirect
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/comm-prod-ext-vip-ssl,10.113.62.217,443,GREEN,ENABLED,/Common/comm-prod-ext-pool,GREEN,ROUND ROBIN,/Common/comm-prod-ext-monitor,10.113.62.219,80,UP,ENABLED,/Common/insert-X-Forwarded-Proto-https
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/comm-prod-ext-vip-ssl,10.113.62.217,443,GREEN,ENABLED,/Common/comm-prod-ext-pool,GREEN,ROUND ROBIN,/Common/comm-prod-ext-monitor,10.113.62.220,80,UP,ENABLED,/Common/insert-X-Forwarded-Proto-https
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/comm-prod-int-vip-http,10.113.62.218,80,GREEN,ENABLED,/Common/comm-prod-int-pool,GREEN,ROUND ROBIN,/Common/comm-prod-ext-monitor,10.113.62.219,80,UP,ENABLED,/Common/community_sdp_redirect
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/comm-prod-int-vip-http,10.113.62.218,80,GREEN,ENABLED,/Common/comm-prod-int-pool,GREEN,ROUND ROBIN,/Common/comm-prod-ext-monitor,10.113.62.220,80,UP,ENABLED,/Common/community_sdp_redirect
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/comm-prod-int-vip-ssl,10.113.62.218,443,GREEN,ENABLED,/Common/comm-prod-int-pool,GREEN,ROUND ROBIN,/Common/comm-prod-ext-monitor,10.113.62.219,80,UP,ENABLED,/Common/insert-X-Forwarded-Proto-https
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/comm-prod-int-vip-ssl,10.113.62.218,443,GREEN,ENABLED,/Common/comm-prod-int-pool,GREEN,ROUND ROBIN,/Common/comm-prod-ext-monitor,10.113.62.220,80,UP,ENABLED,/Common/insert-X-Forwarded-Proto-https
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/portal-stage-int-vip,10.113.70.25,80,GREEN,ENABLED,/Common/portal-stage-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-stage-monitor,10.113.70.21,80,UP,ENABLED,/Common/my-stg-www-http-to-https-redirect-OBSSO
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/portal-stage-int-vip,10.113.70.25,80,GREEN,ENABLED,/Common/portal-stage-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-stage-monitor,10.113.70.22,80,UP,ENABLED,/Common/my-stg-www-http-to-https-redirect-OBSSO
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/portal-stage-int-vip,10.113.70.25,80,GREEN,ENABLED,/Common/portal-stage-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-stage-monitor,10.113.70.23,80,UP,ENABLED,/Common/my-stg-www-http-to-https-redirect-OBSSO
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/portal-stage-int-vip,10.113.70.25,80,GREEN,ENABLED,/Common/portal-stage-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-stage-monitor,10.113.70.24,80,UP,ENABLED,/Common/my-stg-www-http-to-https-redirect-OBSSO
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/portal-stage-int-ssl-vip,10.113.70.25,443,GREEN,ENABLED,/Common/portal-stage-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-stage-monitor,10.113.70.21,80,UP,ENABLED,/Common/iRule-Cookie-Secure-OBSSO-stage-new  /Common/insert-X-Forwarded-Proto-https
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/portal-stage-int-ssl-vip,10.113.70.25,443,GREEN,ENABLED,/Common/portal-stage-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-stage-monitor,10.113.70.22,80,UP,ENABLED,/Common/iRule-Cookie-Secure-OBSSO-stage-new  /Common/insert-X-Forwarded-Proto-https
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/portal-stage-int-ssl-vip,10.113.70.25,443,GREEN,ENABLED,/Common/portal-stage-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-stage-monitor,10.113.70.23,80,UP,ENABLED,/Common/iRule-Cookie-Secure-OBSSO-stage-new  /Common/insert-X-Forwarded-Proto-https
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/portal-stage-int-ssl-vip,10.113.70.25,443,GREEN,ENABLED,/Common/portal-stage-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-stage-monitor,10.113.70.24,80,UP,ENABLED,/Common/iRule-Cookie-Secure-OBSSO-stage-new  /Common/insert-X-Forwarded-Proto-https
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/portal-stage-ext-vip,10.113.70.120,80,GREEN,ENABLED,/Common/portal-stage-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-stage-monitor,10.113.70.21,80,UP,ENABLED,/Common/my-stg-www-http-to-https-redirect-OBSSO
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/portal-stage-ext-vip,10.113.70.120,80,GREEN,ENABLED,/Common/portal-stage-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-stage-monitor,10.113.70.22,80,UP,ENABLED,/Common/my-stg-www-http-to-https-redirect-OBSSO
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/portal-stage-ext-vip,10.113.70.120,80,GREEN,ENABLED,/Common/portal-stage-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-stage-monitor,10.113.70.23,80,UP,ENABLED,/Common/my-stg-www-http-to-https-redirect-OBSSO
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/portal-stage-ext-vip,10.113.70.120,80,GREEN,ENABLED,/Common/portal-stage-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-stage-monitor,10.113.70.24,80,UP,ENABLED,/Common/my-stg-www-http-to-https-redirect-OBSSO
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/portal-stage-ext-ssl-vip,10.113.70.120,443,GREEN,ENABLED,/Common/portal-stage-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-stage-monitor,10.113.70.21,80,UP,ENABLED,/Common/iRule-Cookie-Secure-OBSSO-stage-new  /Common/insert-X-Forwarded-Proto-https
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/portal-stage-ext-ssl-vip,10.113.70.120,443,GREEN,ENABLED,/Common/portal-stage-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-stage-monitor,10.113.70.22,80,UP,ENABLED,/Common/iRule-Cookie-Secure-OBSSO-stage-new  /Common/insert-X-Forwarded-Proto-https
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/portal-stage-ext-ssl-vip,10.113.70.120,443,GREEN,ENABLED,/Common/portal-stage-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-stage-monitor,10.113.70.23,80,UP,ENABLED,/Common/iRule-Cookie-Secure-OBSSO-stage-new  /Common/insert-X-Forwarded-Proto-https
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/portal-stage-ext-ssl-vip,10.113.70.120,443,GREEN,ENABLED,/Common/portal-stage-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-stage-monitor,10.113.70.24,80,UP,ENABLED,/Common/iRule-Cookie-Secure-OBSSO-stage-new  /Common/insert-X-Forwarded-Proto-https
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/www-int-vip,10.113.78.20,80,GREEN,ENABLED,/Common/www-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-http,10.113.78.21,80,UP,ENABLED,/Common/my-int-www-http-to-https-redirect-RFC-129769
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/www-int-vip,10.113.78.20,80,GREEN,ENABLED,/Common/www-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-http,10.113.78.22,80,UP,ENABLED,/Common/my-int-www-http-to-https-redirect-RFC-129769
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/www-int-vip,10.113.78.20,80,GREEN,ENABLED,/Common/www-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-http,10.113.78.23,80,UP,ENABLED,/Common/my-int-www-http-to-https-redirect-RFC-129769
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/www-int-vip,10.113.78.20,80,GREEN,ENABLED,/Common/www-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-http,10.113.78.24,80,UP,ENABLED,/Common/my-int-www-http-to-https-redirect-RFC-129769
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/www-int-ssl-vip,10.113.78.20,443,GREEN,ENABLED,/Common/www-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-http,10.113.78.21,80,UP,ENABLED,/Common/iRule-Cookie-Secure-OBSSO-prod-RFC-129769  /Common/insert-X-Forwarded-Proto-https
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/www-int-ssl-vip,10.113.78.20,443,GREEN,ENABLED,/Common/www-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-http,10.113.78.22,80,UP,ENABLED,/Common/iRule-Cookie-Secure-OBSSO-prod-RFC-129769  /Common/insert-X-Forwarded-Proto-https
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/www-int-ssl-vip,10.113.78.20,443,GREEN,ENABLED,/Common/www-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-http,10.113.78.23,80,UP,ENABLED,/Common/iRule-Cookie-Secure-OBSSO-prod-RFC-129769  /Common/insert-X-Forwarded-Proto-https
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/www-int-ssl-vip,10.113.78.20,443,GREEN,ENABLED,/Common/www-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-http,10.113.78.24,80,UP,ENABLED,/Common/iRule-Cookie-Secure-OBSSO-prod-RFC-129769  /Common/insert-X-Forwarded-Proto-https
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/www-vip,10.113.78.120,80,GREEN,ENABLED,/Common/www-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-http,10.113.78.21,80,UP,ENABLED,/Common/my-ext-www-http-to-https-redirect-RFC-129769-new
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/www-vip,10.113.78.120,80,GREEN,ENABLED,/Common/www-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-http,10.113.78.22,80,UP,ENABLED,/Common/my-ext-www-http-to-https-redirect-RFC-129769-new
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/www-vip,10.113.78.120,80,GREEN,ENABLED,/Common/www-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-http,10.113.78.23,80,UP,ENABLED,/Common/my-ext-www-http-to-https-redirect-RFC-129769-new
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/www-vip,10.113.78.120,80,GREEN,ENABLED,/Common/www-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-http,10.113.78.24,80,UP,ENABLED,/Common/my-ext-www-http-to-https-redirect-RFC-129769-new
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/www-ssl-vip,10.113.78.120,443,GREEN,ENABLED,/Common/www-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-http,10.113.78.21,80,UP,ENABLED,/Common/iRule-Cookie-Secure-OBSSO-prod-RFC-129769  /Common/insert-X-Forwarded-Proto-https-EXTERNAL-NEW
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/www-ssl-vip,10.113.78.120,443,GREEN,ENABLED,/Common/www-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-http,10.113.78.22,80,UP,ENABLED,/Common/iRule-Cookie-Secure-OBSSO-prod-RFC-129769  /Common/insert-X-Forwarded-Proto-https-EXTERNAL-NEW
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/www-ssl-vip,10.113.78.120,443,GREEN,ENABLED,/Common/www-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-http,10.113.78.23,80,UP,ENABLED,/Common/iRule-Cookie-Secure-OBSSO-prod-RFC-129769  /Common/insert-X-Forwarded-Proto-https-EXTERNAL-NEW
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/www-ssl-vip,10.113.78.120,443,GREEN,ENABLED,/Common/www-pool,GREEN,LEAST CONNECTION_MEMBER,/Common/www-http,10.113.78.24,80,UP,ENABLED,/Common/iRule-Cookie-Secure-OBSSO-prod-RFC-129769  /Common/insert-X-Forwarded-Proto-https-EXTERNAL-NEW
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/prodrmqsslt-vip.vmware.com-5673,10.113.62.246,5673,GREEN,ENABLED,/Common/prodrmqsslt-vip.vmware.com-pool-5673,GREEN,ROUND ROBIN,/Common/tcp,10.113.62.81,5673,UP,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/prodrmqsslt-vip.vmware.com-5673,10.113.62.246,5673,GREEN,ENABLED,/Common/prodrmqsslt-vip.vmware.com-pool-5673,GREEN,ROUND ROBIN,/Common/tcp,10.113.62.82,5673,UP,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/prodrmqsslt-vip.vmware.com-5674,10.113.62.246,5674,GREEN,ENABLED,/Common/prodrmqsslt-vip.vmware.com-pool-5674,GREEN,ROUND ROBIN,/Common/tcp,10.113.62.81,5674,UP,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/prodrmqsslt-vip.vmware.com-5674,10.113.62.246,5674,GREEN,ENABLED,/Common/prodrmqsslt-vip.vmware.com-pool-5674,GREEN,ROUND ROBIN,/Common/tcp,10.113.62.82,5674,UP,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/optimize-preprod,10.113.62.170,443,GREEN,ENABLED,/Common/cpp-pool-ssl,GREEN,ROUND ROBIN,/Common/cpp-https,10.113.62.111,443,UP,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/optimize-preprod,10.113.62.170,443,GREEN,ENABLED,/Common/cpp-pool-ssl,GREEN,ROUND ROBIN,/Common/cpp-https,10.113.62.112,443,UP,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/optimize-preprod,10.113.62.170,443,GREEN,ENABLED,/Common/cpp-pool-ssl,GREEN,ROUND ROBIN,/Common/cpp-https,10.113.62.113,443,UP,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/optimize-preprod,10.113.62.170,443,GREEN,ENABLED,/Common/cpp-pool-ssl,GREEN,ROUND ROBIN,/Common/cpp-https,10.113.62.114,443,UP,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/optimize-preprod,10.113.62.170,443,GREEN,ENABLED,/Common/cpp-pool-ssl,GREEN,ROUND ROBIN,/Common/cpp-https,10.113.62.115,443,UP,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/optimize-preprod,10.113.62.170,443,GREEN,ENABLED,/Common/cpp-pool-ssl,GREEN,ROUND ROBIN,/Common/cpp-https,10.113.62.116,443,UP,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/optimize-preprod,10.113.62.170,443,GREEN,ENABLED,/Common/cpp-pool-ssl,GREEN,ROUND ROBIN,/Common/cpp-https,10.113.62.117,443,UP,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/optimize-preprod,10.113.62.170,443,GREEN,ENABLED,/Common/cpp-pool-ssl,GREEN,ROUND ROBIN,/Common/cpp-https,10.113.62.118,443,UP,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/optimize-preprod,10.113.62.170,443,GREEN,ENABLED,/Common/cpp-pool-ssl,GREEN,ROUND ROBIN,/Common/cpp-https,10.113.62.119,443,UP,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/optimize-preprod,10.113.62.170,443,GREEN,ENABLED,/Common/cpp-pool-ssl,GREEN,ROUND ROBIN,/Common/cpp-https,10.113.62.120,443,UP,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/pds-stage-sftp-vip,10.113.54.119,22,GREEN,ENABLED,/Common/pds-stage-sftp-pool,GREEN,ROUND ROBIN,/Common/pds-stage-sftp-monitor,10.113.54.171,2222,UP,ENABLED,
SC9,sc9-prod-stage-dmz-2,10.113.0.82,10.113.0.83,10.113.0.82,/Common/pds-stage-sftp-vip,10.113.54.119,22,GREEN,ENABLED,/Common/pds-stage-sftp-pool,GREEN,ROUND ROBIN,/Common/pds-stage-sftp-monitor,10.113.54.172,2222,DOWN,ENABLED,
