name,ip,port,f5_cname,pool_name,lb_method
/onecloud/test31osb-8012,10.148.232.234,8012,ltm-onecloud-1,/onecloud/ora-test31-osb-pool-8012,ROUND,ROBIN
/onecloud/s2-test16-lr5-vip.vmware.com,10.148.82.177,8011,ltm-onecloud-1,/onecloud/s2-test16-lr5-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test16-lr4-vip.vmware.com,10.148.82.180,8001,ltm-onecloud-1,/onecloud/s2-test16-lr4-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/visl-test13-ml-vip,10.148.80.54,8001,ltm-onecloud-1,/onecloud/visl-test13-ml-vip-pool,ROUND,ROBIN
/onecloud/psb-test13-ml-vip,10.148.80.193,8011,ltm-onecloud-1,/onecloud/psb-test13-ml-vip-pool,ROUND,ROBIN
/onecloud/visl-dev15-pl-vip,10.148.80.149,8001,ltm-onecloud-1,/onecloud/visl-dev15-pl-vip-pool,ROUND,ROBIN
/onecloud/visl-dev15-ml-vip,10.148.80.56,8001,ltm-onecloud-1,/onecloud/visl-dev15-ml-vip-pool,ROUND,ROBIN
/onecloud/psb-dev12-ml-vip,10.148.80.185,8011,ltm-onecloud-1,/onecloud/psb-dev12-ml-vip-pool,ROUND,ROBIN
/onecloud/visl-test12-pl-vip,10.148.80.186,8001,ltm-onecloud-1,/onecloud/visl-test12-pl-vip-pool,ROUND,ROBIN
/onecloud/psb-dev15-ml-vip,10.148.80.194,8011,ltm-onecloud-1,/onecloud/psb-dev15-ml-vip-pool,ROUND,ROBIN
/onecloud/visl-dev12-ml-vip,10.148.80.184,8001,ltm-onecloud-1,/onecloud/visl-dev12-ml-vip-pool,ROUND,ROBIN
/onecloud/visl-test13-pl-vip,10.148.80.191,8001,ltm-onecloud-1,/onecloud/visl-test13-pl-vip-pool,ROUND,ROBIN
/onecloud/visl-dev13-pl-vip,10.148.80.189,8001,ltm-onecloud-1,/onecloud/visl-dev13-pl-vip-pool,ROUND,ROBIN
/onecloud/psb-test12-ml-vip,10.148.80.188,8011,ltm-onecloud-1,/onecloud/psb-test12-ml-vip-pool,ROUND,ROBIN
/onecloud/visl-test12-ml-vip,10.148.80.187,8001,ltm-onecloud-1,/onecloud/visl-test12-ml-vip-pool,ROUND,ROBIN
/onecloud/visl-dev12-pl-vip,10.148.80.183,8001,ltm-onecloud-1,/onecloud/visl-dev12-pl-vip-pool,ROUND,ROBIN
/onecloud/s2-test14-websvc4-vip.vmware.com,10.148.80.231,8481,ltm-onecloud-1,/onecloud/s2-test14-websvc4-vip-pool,ROUND,ROBIN
/onecloud/s2-test14-websvc4-vip.vmware.com,10.148.80.231,8481,ltm-onecloud-1,/onecloud/s2-test14-websvc4-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/psb-dev13-ml-vip,10.148.80.190,8011,ltm-onecloud-1,/onecloud/psb-dev13-ml-vip-pool,ROUND,ROBIN
/onecloud/ora-sww3-soa-vip.vmware.com,10.148.80.104,80,ltm-onecloud-1,/onecloud/ora-sww3-soa-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/wwwa-test16-web-vip-1.vmware.com,10.148.80.103,80,ltm-onecloud-1,/onecloud/wwwa-test16-web-vip-1.vmware.com-pool,ROUND,ROBIN
/onecloud/psb-test16-ml-vip.vmware.com,10.148.80.158,8011,ltm-onecloud-1,/onecloud/psb-test16-ml-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/websearch-test16-vip.vmware.com,10.148.80.161,8080,ltm-onecloud-1,/onecloud/websearch-test16-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/www-test16-vip-ssl,10.148.82.183,443,ltm-onecloud-1,/onecloud/www-test16-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/lrp-test16-ssl-vip.vmware.com,10.148.80.164,443,ltm-onecloud-1,/onecloud/lrp-test16-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/portal-test16-webgate-vip.vmware.com,10.148.80.152,80,ltm-onecloud-1,/onecloud/portal-test16-webgate-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/www-test16-vip.vmware.com,10.148.82.183,80,ltm-onecloud-1,/onecloud/www-test16-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/portal-test16-flexlm-vip.vmware.com,10.148.80.113,80,ltm-onecloud-1,/onecloud/portal-test16-flexlm-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/test16-ebssso.vmware.com,10.148.80.158,443,ltm-onecloud-1,/onecloud/test16-ebssso.vmware.com-pool,ROUND,ROBIN
/onecloud/test16-webpass-vip.vmware.com,10.148.80.153,7780,ltm-onecloud-1,/onecloud/test16-webpass-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/test16soa-vip.vmware.com,10.148.80.156,7777,ltm-onecloud-1,/onecloud/test16soa-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/test16osb-vip.vmware.com,10.148.80.155,8011,ltm-onecloud-1,/onecloud/test16osb-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/test16-ovd.vmware.com,10.148.80.157,6501,ltm-onecloud-1,/onecloud/test16-ovd.vmware.com-pool,ROUND,ROBIN
/onecloud/ucmtest16-vip.vmware.com,10.148.80.146,7780,ltm-onecloud-1,/onecloud/ucmtest16-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test16-solrs-vip.vmware.com,10.148.80.142,80,ltm-onecloud-1,/onecloud/s2-test16-solrs-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/test16-oid.vmware.com,10.148.80.152,389,ltm-onecloud-1,/onecloud/test16-oid.vmware.com-pool,ROUND,ROBIN
/onecloud/lrp-test16-vip.vmware.com,10.148.82.182,80,ltm-onecloud-1,/onecloud/lrp-test16-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/visl-test16-ml-vip.vmware.com,10.148.80.157,8001,ltm-onecloud-1,/onecloud/visl-test16-ml-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/visl-test16-pl-vip.vmware.com,10.148.80.160,8001,ltm-onecloud-1,/onecloud/visl-test16-pl-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test16-ebssso-vip,10.148.80.166,443,ltm-onecloud-1,/onecloud/s2-test16-ebssso-pool,ROUND,ROBIN
/onecloud/www-test16-ssl-vip.vmware.com,10.148.80.132,443,ltm-onecloud-1,/onecloud/www-test16-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test16-ebssso-ag-vip,10.148.80.165,80,ltm-onecloud-1,/onecloud/s2-test16-ebssso-ag-pool,ROUND,ROBIN
/onecloud/s2-test16-lr3-vip,10.148.80.156,8001,ltm-onecloud-1,/onecloud/s2-test16-lr3-vip-pool,ROUND,ROBIN
/onecloud/s2-test16-tcs6-vip,10.148.80.15,8611,ltm-onecloud-1,/onecloud/s2-test16-tcs6-vip-pool,ROUND,ROBIN
/onecloud/s2-test16-tcs2-vip,10.148.80.11,8211,ltm-onecloud-1,/onecloud/s2-test16-tcs2-vip-pool,ROUND,ROBIN
/onecloud/s2-test16-tcs3-vip,10.148.80.12,8311,ltm-onecloud-1,/onecloud/s2-test16-tcs3-vip-pool,ROUND,ROBIN
/onecloud/s2-test16-lr1-vip,10.148.80.155,8001,ltm-onecloud-1,/onecloud/s2-test16-lr1-vip-pool,ROUND,ROBIN
/onecloud/s2-test16-lr2-vip,10.148.80.152,8011,ltm-onecloud-1,/onecloud/s2-test16-lr2-vip-pool,ROUND,ROBIN
/onecloud/s2-test16-tcs1-vip,10.148.80.10,8111,ltm-onecloud-1,/onecloud/s2-test16-tcs1-vip-pool,ROUND,ROBIN
/onecloud/s2-test16-tcs7-vip,10.148.80.16,8711,ltm-onecloud-1,/onecloud/s2-test16-tcs7-vip-pool,ROUND,ROBIN
/onecloud/s2-test16-websvc2-vip,10.148.82.110,8281,ltm-onecloud-1,/onecloud/s2-test16-websvc2-vip-pool,ROUND,ROBIN
/onecloud/s2-test16-websvc2-vip,10.148.82.110,8281,ltm-onecloud-1,/onecloud/s2-test16-websvc2-pool,ROUND,ROBIN
/onecloud/s2-test16-wcm-vip,10.148.80.18,8251,ltm-onecloud-1,/onecloud/s2-test16-wcm-vip-pool,ROUND,ROBIN
/onecloud/s2-test16-tcs8-vip,10.148.80.17,8811,ltm-onecloud-1,/onecloud/s2-test16-tcs8-vip-pool,ROUND,ROBIN
/onecloud/s2-test16-tcs5-vip,10.148.80.14,8511,ltm-onecloud-1,/onecloud/s2-test16-tcs5-vip-pool,ROUND,ROBIN
/onecloud/s2-test16-websvc1-vip,10.148.82.176,8181,ltm-onecloud-1,/onecloud/s2-test16-websvc1-vip-pool,ROUND,ROBIN
/onecloud/s2-test16-websvc1-vip,10.148.82.176,8181,ltm-onecloud-1,/onecloud/s2-test16-websvc1-pool,ROUND,ROBIN
/onecloud/s2-test16-tcs4-vip,10.148.80.13,8411,ltm-onecloud-1,/onecloud/s2-test16-tcs4-vip-pool,ROUND,ROBIN
/onecloud/communities-test16-vip.vmware.com_SSL,10.148.80.168,443,ltm-onecloud-1,/onecloud/communities-test16-vip-pool,ROUND,ROBIN
/onecloud/s2-test16-websvc4-vip,10.148.82.179,8481,ltm-onecloud-1,/onecloud/s2-test16-websvc4-vip-pool,ROUND,ROBIN
/onecloud/s2-test16-websvc4-vip,10.148.82.179,8481,ltm-onecloud-1,/onecloud/s2-test16-websvc4-pool,ROUND,ROBIN
/onecloud/communities-test16-vip.vmware.com_HTTP,10.148.80.168,80,ltm-onecloud-1,/onecloud/communities-test16-vip-pool,ROUND,ROBIN
/onecloud/s2-test16-websvc3-vip,10.148.82.174,8381,ltm-onecloud-1,/onecloud/s2-test16-websvc3-vip-pool,ROUND,ROBIN
/onecloud/s2-test16-websvc3-vip,10.148.82.174,8381,ltm-onecloud-1,/onecloud/s2-test16-websvc3-pool,ROUND,ROBIN
/onecloud/s2-test13-websvc4-vip,10.148.81.236,8481,ltm-onecloud-1,/onecloud/s2-test13-websvc4-vip-pool,ROUND,ROBIN
/onecloud/s2-test13-websvc4-vip,10.148.81.236,8481,ltm-onecloud-1,/onecloud/s2-test13-websvc1-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test13-websvc4-vip,10.148.81.236,8481,ltm-onecloud-1,/onecloud/s2-test13-websvc4-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/ucmdev11tril-vip.vmware.com,10.148.80.173,8888,ltm-onecloud-1,/onecloud/ucmdev11tril-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-dev11-lr3-vip.vmware.com,10.148.80.180,8001,ltm-onecloud-1,/onecloud/s2-dev11-lr3-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/www-dev11-vip.vmware.com,10.148.80.181,80,ltm-onecloud-1,/onecloud/www-dev11-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-dev11-lr2-vip.vmware.com,10.148.80.182,8011,ltm-onecloud-1,/onecloud/s2-dev11-lr2-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/psb-dev11-ml-vip.vmware.com,10.148.80.180,8011,ltm-onecloud-1,/onecloud/psb-dev11-ml-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/dev11soa-vip.vmware.com,10.148.80.174,7777,ltm-onecloud-1,/onecloud/dev11soa-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-dev11-lr1-vip.vmware.com,10.148.80.179,8001,ltm-onecloud-1,/onecloud/s2-dev11-lr1-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/visl-dev11-ml-vip.vmware.com,10.148.80.182,8001,ltm-onecloud-1,/onecloud/visl-dev11-ml-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/wwwa-dev11-web-vip-1.vmware.com,10.148.80.133,80,ltm-onecloud-1,/onecloud/wwwa-dev11-web-vip-1.vmware.com-pool,ROUND,ROBIN
/onecloud/dev11-oid.vmware.com,10.148.80.176,389,ltm-onecloud-1,/onecloud/dev11-oid.vmware.com-pool,ROUND,ROBIN
/onecloud/websearch-dev11-vip.vmware.com,10.148.80.199,8080,ltm-onecloud-1,/onecloud/websearch-dev11-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/ucmdev11-vip.vmware.com,10.148.80.172,7780,ltm-onecloud-1,/onecloud/ucmdev11-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/visl-dev11-pl-vip.vmware.com,10.148.80.179,8001,ltm-onecloud-1,/onecloud/visl-dev11-pl-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/portal-dev11-flexlm-vip.vmware.com,10.148.80.178,80,ltm-onecloud-1,/onecloud/portal-dev11-flexlm-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-dev11-lr4-vip.vmware.com,10.148.80.202,8001,ltm-onecloud-1,/onecloud/s2-dev11-lr4-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/dev11-ovd.vmware.com,10.148.80.177,6501,ltm-onecloud-1,/onecloud/dev11-ovd.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-dev11-lr5-vip.vmware.com,10.148.80.195,8011,ltm-onecloud-1,/onecloud/s2-dev11-lr5-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-dev11-solrs-vip.vmware.com,10.148.80.175,80,ltm-onecloud-1,/onecloud/s2-dev11-solrs-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/www-dev11-ssl-vip.vmware.com,10.148.80.197,443,ltm-onecloud-1,/onecloud/www-dev11-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test31-lr5-vip,10.148.80.110,8011,ltm-onecloud-1,/onecloud/s2-test31-lr5-vip-pool,ROUND,ROBIN
/onecloud/s2-test31-lr4-vip,10.148.80.94,8001,ltm-onecloud-1,/onecloud/s2-test31-lr4-vip-pool,ROUND,ROBIN
/onecloud/s2-dev14-websvc4-vip,10.148.232.188,8481,ltm-onecloud-1,/onecloud/s2-dev14-websvc4-vip-pool,ROUND,ROBIN
/onecloud/ucmtest11tril-vip.vmware.com,10.148.80.211,8888,ltm-onecloud-1,/onecloud/ucmtest11tril-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/websearch-test11-vip.vmware.com,10.148.80.241,8080,ltm-onecloud-1,/onecloud/websearch-test11-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/test11-ebssso.vmware.com,10.148.80.217,443,ltm-onecloud-1,/onecloud/test11-ebssso.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test11-solrs-vip.vmware.com,10.148.80.207,80,ltm-onecloud-1,/onecloud/s2-test11-solrs-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/lrp-test11-vip.vmware.com,10.148.80.224,80,ltm-onecloud-1,/onecloud/lrp-test11-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/visl-test11-pl-vip.vmware.com,10.148.80.221,8001,ltm-onecloud-1,/onecloud/visl-test11-pl-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/test11soa-vip.vmware.com,10.148.80.210,7777,ltm-onecloud-1,/onecloud/test11soa-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test11-lr4-vip.vmware.com,10.148.80.226,8001,ltm-onecloud-1,/onecloud/s2-test11-lr4-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/psb-test11-ml-vip.vmware.com,10.148.80.219,8011,ltm-onecloud-1,/onecloud/psb-test11-ml-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/test11-oid.vmware.com,10.148.80.214,389,ltm-onecloud-1,/onecloud/test11-oid.vmware.com-pool,ROUND,ROBIN
/onecloud/lrp-test11-ssl-vip.vmware.com,10.148.80.221,443,ltm-onecloud-1,/onecloud/lrp-test11-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/www-test11-ssl-vip.vmware.com,10.148.81.68,443,ltm-onecloud-1,/onecloud/www-test11-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test11-websvc1-vip.vmware.com,10.148.80.229,8181,ltm-onecloud-1,/onecloud/s2-test11-websvc1-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/test11-webpass-vip.vmware.com,10.148.80.220,7780,ltm-onecloud-1,/onecloud/test11-webpass-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test11-websvc2-vip.vmware.com,10.148.80.230,8281,ltm-onecloud-1,/onecloud/s2-test11-websvc2-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/www-test11-vip.vmware.com,10.148.81.68,80,ltm-onecloud-1,/onecloud/www-test11-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test11-lr3-vip.vmware.com,10.148.80.236,8001,ltm-onecloud-1,/onecloud/s2-test11-lr3-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test11-lr5-vip.vmware.com,10.148.80.234,8011,ltm-onecloud-1,/onecloud/s2-test11-lr5-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/visl-test11-ml-vip.vmware.com,10.148.80.222,8001,ltm-onecloud-1,/onecloud/visl-test11-ml-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/ucmtest11-vip.vmware.com,10.148.80.206,7780,ltm-onecloud-1,/onecloud/ucmtest11-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test11-lr1-vip.vmware.com,10.148.80.233,8001,ltm-onecloud-1,/onecloud/s2-test11-lr1-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test11-websvc4-vip.vmware.com,10.148.80.222,8581,ltm-onecloud-1,/onecloud/s2-test11-websvc4-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/portal-test11-flexlm-vip.vmware.com,10.148.80.213,80,ltm-onecloud-1,/onecloud/portal-test11-flexlm-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/wwwa-test11-web-vip-1.vmware.com,10.148.80.209,80,ltm-onecloud-1,/onecloud/wwwa-test11-web-vip-1.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test11-lr2-vip.vmware.com,10.148.80.212,8011,ltm-onecloud-1,/onecloud/s2-test11-lr2-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test11-websvc3-vip.vmware.com,10.148.80.231,8381,ltm-onecloud-1,/onecloud/s2-test11-websvc3-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/test11-ovd.vmware.com,10.148.80.216,6501,ltm-onecloud-1,/onecloud/test11-ovd.vmware.com-pool,ROUND,ROBIN
/onecloud/portal-test11-webgate-vip.vmware.com,10.148.80.218,80,ltm-onecloud-1,/onecloud/portal-test11-webgate-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/test11osb-vip.vmware.com,10.148.80.208,8011,ltm-onecloud-1,/onecloud/test11osb-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test11-websvc5.vmware.com-vip,10.148.80.242,8581,ltm-onecloud-1,/onecloud/s2-test11-websvc5-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/ucmdev71tril-vip.vmware.com,10.148.80.246,8888,ltm-onecloud-1,/onecloud/ucmdev71tril-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test11-websvc4.vmware.com-vip,10.148.80.222,8481,ltm-onecloud-1,/onecloud/s2-test11-websvc4-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/ucmuat2tril-vip.vmware.com,10.148.80.137,8888,ltm-onecloud-1,/onecloud/ucmuat2tril-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-test31-websvc4-vip,10.148.232.224,8481,ltm-onecloud-1,/onecloud/s2-test31-websvc4-vip-pool,ROUND,ROBIN
/onecloud/www-uat2-vip.vmware.com,10.148.80.244,80,ltm-onecloud-1,/onecloud/www-uat2-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/wwwa-uat2-web-vip-1.vmware.com,10.148.80.120,80,ltm-onecloud-1,/onecloud/wwwa-uat2-web-vip-1.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-uat2-ebssso-ag-vip,10.148.81.15,80,ltm-onecloud-1,/onecloud/s2-uat2-ebssso-ag-pool,ROUND,ROBIN
/onecloud/s2-uat2-solrs-vip.vmware.com,10.148.80.121,80,ltm-onecloud-1,/onecloud/s2-uat2-solrs-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-uat2-ebssso-vip,10.148.81.16,443,ltm-onecloud-1,/onecloud/s2-uat2-ebssso-pool,ROUND,ROBIN
/onecloud/s2-uat2-lr3-vip.vmware.com,10.148.81.2,8001,ltm-onecloud-1,/onecloud/s2-uat2-lr3-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/lrp-uat2-vip.vmware.com,10.148.80.248,80,ltm-onecloud-1,/onecloud/lrp-uat2-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/uat2osb-vip.vmware.com,10.148.81.3,8011,ltm-onecloud-1,/onecloud/uat2osb-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-uat2-lr5-vip.vmware.com,10.148.80.140,8011,ltm-onecloud-1,/onecloud/s2-uat2-lr5-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/www-uat2-ssl-vip.vmware.com,10.148.80.244,443,ltm-onecloud-1,/onecloud/www-uat2-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-uat2-lr2-vip.vmware.com,10.148.80.245,8011,ltm-onecloud-1,/onecloud/s2-uat2-lr2-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/uat2-ebssso.vmware.com,10.148.80.162,443,ltm-onecloud-1,/onecloud/uat2-ebssso.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-uat2-lr1-vip.vmware.com,10.148.80.251,8001,ltm-onecloud-1,/onecloud/s2-uat2-lr1-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-uat2-lr4-vip.vmware.com,10.148.80.246,8001,ltm-onecloud-1,/onecloud/s2-uat2-lr4-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/uat2soa-vip.vmware.com,10.148.80.138,7777,ltm-onecloud-1,/onecloud/uat2soa-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/wwwa-dev74-web-vip-1.vmware.com,10.148.80.91,80,ltm-onecloud-1,/onecloud/wwwa-dev74-web-vip-1.vmware.com-pool,ROUND,ROBIN
/onecloud/comm-uat2,10.148.232.124,80,ltm-onecloud-1,/onecloud/comm-uat2-pool,ROUND,ROBIN
/onecloud/comm-uat2-vip-ssl,10.148.232.124,443,ltm-onecloud-1,/onecloud/comm-uat2-pool,ROUND,ROBIN
/onecloud/uat2-oid.vmware.com,10.148.80.115,389,ltm-onecloud-1,/onecloud/uat2-oid.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-uat2-websvc2-vip.vmware.com,10.148.81.0,8281,ltm-onecloud-1,/onecloud/s2-uat2-websvc2-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-uat2-websvc4-vip.vmware.com,10.148.80.254,8481,ltm-onecloud-1,/onecloud/s2-uat2-websvc4-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-uat2-tcs7-vip.vmware.com,10.148.81.12,8711,ltm-onecloud-1,/onecloud/s2-uat2-tcs7-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/visl-uat2-ml-vip.vmware.com,10.148.80.252,8001,ltm-onecloud-1,/onecloud/visl-uat2-ml-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-uat2-tcs1-vip.vmware.com,10.148.81.4,8111,ltm-onecloud-1,/onecloud/s2-uat2-tcs1-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-uat2-tcs8-vip.vmware.com,10.148.81.7,8811,ltm-onecloud-1,/onecloud/s2-uat2-tcs8-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-uat2-tcs6-vip.vmware.com,10.148.81.10,8611,ltm-onecloud-1,/onecloud/s2-uat2-tcs6-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-uat2-tcs2-vip.vmware.com,10.148.81.13,8211,ltm-onecloud-1,/onecloud/s2-uat2-tcs2-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/ucmtest13-vip_SSL,10.148.233.35,443,ltm-onecloud-1,/onecloud/ucmtest13-vip_SSL-pool,ROUND,ROBIN
/onecloud/s2-uat2-tcs5-vip.vmware.com,10.148.81.8,8511,ltm-onecloud-1,/onecloud/s2-uat2-tcs5-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-uat2-wcm-static-vip.vmware.com,10.148.81.11,81,ltm-onecloud-1,/onecloud/s2-uat2-wcm-static-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/websearch-uat2-vip.vmware.com,10.148.81.6,8080,ltm-onecloud-1,/onecloud/websearch-uat2-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/lrp-uat2-ssl-vip.vmware.com,10.148.80.248,443,ltm-onecloud-1,/onecloud/lrp-uat2-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/uat2-ovd.vmware.com,10.148.80.139,6501,ltm-onecloud-1,/onecloud/uat2-ovd.vmware.com-pool,ROUND,ROBIN
/onecloud/uat2-webpass-vip.vmware.com,10.148.80.203,7780,ltm-onecloud-1,/onecloud/uat2-webpass-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-uat2-tcs4-vip.vmware.com,10.148.80.247,8411,ltm-onecloud-1,/onecloud/s2-uat2-tcs4-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-uat2-websvc3-vip.vmware.com,10.148.81.1,8381,ltm-onecloud-1,/onecloud/s2-uat2-websvc3-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/ucmuat2-vip.vmware.com,10.148.80.136,7780,ltm-onecloud-1,/onecloud/ucmuat2-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-uat2-websvc1-vip.vmware.com,10.148.80.255,8181,ltm-onecloud-1,/onecloud/s2-uat2-websvc1-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-uat2-wcm-vip.vmware.com,10.148.81.9,8251,ltm-onecloud-1,/onecloud/s2-uat2-wcm-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/portal-uat2-webgate-vip.vmware.com,10.148.80.163,80,ltm-onecloud-1,/onecloud/portal-uat2-webgate-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-uat2-tcs3-vip.vmware.com,10.148.81.14,8311,ltm-onecloud-1,/onecloud/s2-uat2-tcs3-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/psb-uat2-ml-vip.vmware.com,10.148.80.252,8001,ltm-onecloud-1,/onecloud/psb-uat2-ml-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/portal-uat2-flexlm-vip.vmware.com,10.148.80.253,80,ltm-onecloud-1,/onecloud/portal-uat2-flexlm-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/www-dev77-vip.vmware.com,10.148.82.185,80,ltm-onecloud-1,/onecloud/www-dev77-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/www-test88-vip.vmware.com,10.148.81.20,80,ltm-onecloud-1,/onecloud/www-test88-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/ucmdev12tril-vip.vmware.com,10.148.83.179,8888,ltm-onecloud-1,/onecloud/ucmdev12tril-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-dev12-tcs1-vip.vmware.com,10.148.81.28,8111,ltm-onecloud-1,/onecloud/s2-dev12-tcs1-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/dev12-oid.vmware.com,10.148.80.184,389,ltm-onecloud-1,/onecloud/dev12-oid.vmware.com-pool,ROUND,ROBIN
/onecloud/lrp-dev12-vip.vmware.com,10.148.81.45,80,ltm-onecloud-1,/onecloud/lrp-dev12-vip.vmware.com-pool,ROUND,ROBIN
